"Bug ID","Summary","Severity"
1653354,"Support MozBrowser.print passing nsIPrintSettings.kOutputFormatPDF on macOS","N/A"
1657599,"Remove mozallowfullscreen.","N/A"
1662645,"Don't emit post-barrier slot code in Baseline code if it's not being used","N/A"
1634030,"Lazify the main hamburger panel","N/A"
1659736,"FX_MIGRATION_BOOKMARKS_ROOTS telemetry shows wrong value when importing bookmarks from Internet Explorer","N/A"
1660464,"After ""Mailing List Already Exists"" error alert, should helpfully select ListName input field for renaming","N/A"
1660416,"React warning about label prop on MenuItem when opening Evaluation Context Menu","N/A"
1653935,"Support search shortcut keyword field in remote setting","N/A"
1663058,"Replace MOZ_MUST_USE with [[nodiscard]] in toolkit/components/antitracking and url-classifier","N/A"
1661173,"Perma toolkit/components/pdfjs/test/browser_pdfjs_saveas.js | Test timed out -  when Gecko 81 switches to Late Beta on 2020-09-04","N/A"
1559530,"Remove or refactor reInit","N/A"
1599567,"Add event telemetry for when logins.json.corrupt is created","N/A"
1662502,"Barrier implementations are repeated in several places","N/A"
1661643,"Remove browser.link.open_newwindow=1","N/A"
1656291,"Enable all ESLint rules on toolkit/**/*.xhtml files","N/A"
1657220,"Create separate telemetry probes for printing with the new print preview UI enabled","N/A"
1662054,"Add a destroy function to targetList","N/A"
1663716,"Windows code signing for FirefoxReality.exe (FF80)","N/A"
1661030,"Show external protocol dialog in TabDialogBox","N/A"
1658042,"osclientcerts: differentiate between keys that can/cannot do modern crypto","N/A"
1663346,"[PATCH] e2k is 64-bit architecture too","N/A"
1662850,"Remove address-space segments from diffs","N/A"
1661888,"The profiling stack wastes 16KB of memory due to slop","N/A"
1662827,"Remove the need for multiple channels on some WebRender threads","N/A"
1662964,"Replace MOZ_MUST_USE with [[nodiscard]] in dom/file","N/A"
1663237,"Replace MOZ_MUST_USE with [[nodiscard]] in mozjemalloc","N/A"
1663297,"Replace MOZ_MUST_USE with [[nodiscard]] in dom/xslt","N/A"
1656556,"Figure out if we can make Firefox MSI dual mode","N/A"
1653029,"avoid passing NSS types to RootCABinNumber","N/A"
1659786,"avoid using CERTCertificate in CSTrustDomain and ContentSignatureVerifier","N/A"
1660940,"Cleanup stencil functions","N/A"
1662222,"Don't spin the event loop in nsPrintJob::DoCommonPrint when called by extensions","N/A"
1663690,"Get rid of ComponentLoaderInfo::EnsureKey() and mozJSComponentLoader::ReallyInit","N/A"
1663543,"Convert PROFILER_ADD_MARKER and 2-arg profiler_add_marker to PROFILER_MARKER_UNTYPED","N/A"
1653319,"Use the new frameLoader.printPreview() API in the frontend","N/A"
1659757,"Implement paper size selection","N/A"
1662038,"nsIPrintSettings::SetPrinterName is broken on macOS","N/A"
1657083,"Make sendTopSiteAttributionRequest optional","N/A"
1638426,"Add ability to disable PiP interventions.","N/A"
1662763,"Document how to compile/debug Spidermonkey on android aarch64","N/A"
1662961,"Replace MOZ_MUST_USE with [[nodiscard]] in security/sandbox/linux","N/A"
1663217,"Remove MOZ_MUST_USE comment from NSIS BitsUtils.cpp","N/A"
1650782,"Decommission the dev-telemetry-alerts@ mailing list","N/A"
1635260,"glean_parser should generate Rust APIs for metrics in Project FOG","N/A"
1651322,"Add a simple Thread Pool interface for HelperThreadState","N/A"
1662688,"Warp: support specialized calls and inlining of lambda clones","N/A"
1662915,"Refactor InitFromBailout","N/A"
1663889,"Remove JS::CompileForNonSyntacticScope","N/A"
1664182,"Store javascript.options.off_thread_parse_global pref value in static, instead of ContextOption","N/A"
1653937,"Read top site defaults from remote settings","N/A"
1663554,"Convert PROFILER_ADD_TEXT_MARKER to PROFILER_MARKER_TEXT","N/A"
1664100,"Replace MOZ_MUST_USE with [[nodiscard]] in caps","N/A"
1664122,"Improve MarkerOptions accessors","N/A"
1657006,"Investigate whether nsPrintSettingsService::GetLastUsedPrinterName may fail","N/A"
1663847,"Replace Debugger's Environment.callee getter with calleeScript getter","N/A"
1650388,"Add support for 0RTT for HTTP3","N/A"
1653934,"Support %YYYYMMDDHH% tag in default top site URLs","N/A"
1664189,"Avoid a second hash computation in ParserAtomsTable::lookupForAdd","N/A"
1662704,"Remove traces of MOZ_ALLOW_LEGACY_EXTENSIONS from source code","N/A"
1664281,"Add missing xdrEncodeTopLevel for !useOffThreadParseGlobal case","N/A"
1619656,"Consider not setting the shortName of an engine to the telemetry ID","N/A"
1633370,"Add a PromptTestUtils module","N/A"
1656127,"Remove or update probes expiring in Firefox 82: webrtc.ui.*","N/A"
1663701,"Rename SearchCache to SearchSettings","N/A"
1664011,"avoid using CERTCertificate in nsIX509CertValidity implementation","N/A"
1664293,"Add frontend::CompileLazyFunctionToStencil","N/A"
1664363,"Use JS::CompileAndStartIncrementalEncoding in shell","N/A"
1664374,"Replace MOZ_MUST_USE with [[nodiscard]] in hal","N/A"
1654189,"Move SIPCC in to third_party","N/A"
1662576,"Add list of domains for WebCompat add-on for which the Picture-in-Picture keyboard shortcuts should be disabled","N/A"
863474,"Search service shouldn't be responsible for prompting for engine installation failures","N/A"
1664321,"Update neqo to 0.4.11","N/A"
1652670,"Use IPHint address as nsIDNSAddrRecord","N/A"
1663650,"Optimise String when called as a constructor","N/A"
1664195,"Inline Object.prototype.isPrototypeOf","N/A"
1664817,"Enable SubDialog chrome prompts in beta and release","N/A"
1663404,"Warp: figure out what to do with JSOp::OptimizeSpreadCall","N/A"
1663417,"make scriptinfo compatible with xpcshell tests","N/A"
1663938,"Assert that the collector doesn't trigger barriers during marking","N/A"
1660944,"Flip flags to enable Cranelift for Arm64 wasm optimizing tier","N/A"
1642995,"Move useDBForOrder to the search engine cache","N/A"
1657559,"Add a cache to fix perf cliffs when atomizing the same string(s) repeatedly","N/A"
1659807,"Consider adding an nsIPrinter.systemName","N/A"
1665015,"Use SystemAllocPolicy for ObjLiteralWriterBase and ObjLiteralAtomVector","N/A"
1655859,"Unship ::-moz-focus-outer.","N/A"
1646493,"Fix GetInProcessScriptableTop usage in pointer lock code for OOP iframes","N/A"
1660580,"avoid CERTCertificate in AppTrustDomain and AppSignatureVerification","N/A"
1659719,"Add support for arbitrary preferences (based on prefixes)","N/A"
1661117,"Update OSMesa driver for WebRender","N/A"
1662383,"Remove EmitResult.top_level_script","N/A"
1665007,"Allow more room for DeviceCapabilities arrays for safety.","N/A"
1653814,"Placement of the reply-to field in email composer in Thunderbird 78","N/A"
1661004,"Change password manager tests to not use a fixed hostname","N/A"
1659219,"Notification that password formfill has completed for tests to continue is sent to top frame instead of child frame.","N/A"
1642999,"Ensure the search service xpcshell-tests have no console errors","N/A"
1660882,"Enable test262 tests for private methods","N/A"
1662841,"Remove `nsDocumentViewer::AppendSubtree`","N/A"
1664800,"Remove some more redundant distribution code from the search service","N/A"
1665208,"Fix documentation header for search configuration schema docs","N/A"
1665270,"Replace MOZ_MUST_USE with [[nodiscard]] in PSM security manager","N/A"
1665687,"Add ParserAtomEntry::dump","N/A"
1653219,"Tab capture needs to enumerate all tabs","N/A"
1664732,"Convert DOMEventMarkerPayload to new marker API","N/A"
1665431,"Add a SCHEDULES rule for dom/media/systemservices/android_video_capture","N/A"
1655465,"Optimise String.prototype.replace and String.prototype.split in CacheIR and Warp","N/A"
1665348,"Warp: Transpile LoadArgumentsObjectArgResult, LoadArgumentsObjectLengthResult, and LoadFunctionLengthResult","N/A"
1665572,"Remove GCParallelTask finishing state","N/A"
1666024,"Clear FunctionFlags::Flags::MUTABLE_FLAGS bits in frontend and avoid storing into ScriptStencil","N/A"
1664810,"Remove some more unnecessary #includes","N/A"
1659624,"Close the new print UI after the user clicks the ""Print"" button (or after ""Save"" for Save to PDF)","N/A"
1666083,"Build bustage early beta /builds/worker/checkouts/gecko/toolkit/components/antitracking/StoragePrincipalHelper.cpp:351:8: error: unused variable 'ok' [-Werror,-Wunused-variable] Gecko 82 merges to Beta on 2020-09-21","N/A"
844755,"TSan: Thread data race in js::gc::ChunkBitmap::isMarked(js::gc::Cell const*, unsigned int) vs. js::gc::ChunkBitmap::getMarkWordAndMask","N/A"
1663401,"Implement Pop(FloatRegister) for ARM64","N/A"
1662329,"Drop cookie permission requirement for receiving the cookieStoreId property as part of the tab details","N/A"
1654262,"Ship WebRender to more users in release in 81","N/A"
1646491,"Figure out if the usage of nsContentUtils::GetRootDocument in FullscreenRoots is OK","N/A"
1656438,"Enhance MockCubeb class to simulate audio input and verify audio output","N/A"
1663616,"Helper thread tasks can get deleted while they are still running","N/A"
1665433,"Allow pictures to be rendered in the opaque pass","N/A"
1631202,"Replace :-moz-any() with :is() in the codebase","N/A"
1635185,"Consider storing an object's dynamic slot count directly in a header","N/A"
1659860,"[Doorhanger V2] pref Doorhanger V2 on in non-Nightly","N/A"
1643148,"[webcompat-reporter][android-components] Ship the  tabExtrasActor for more detailed reports","N/A"
1643147,"[webcompat-reporter][android-components] Enable automated screenshot taking","N/A"
1663937,"add options metadata","N/A"
1640565,"Use SSE 4.1 roundsd for Math natives where possible","N/A"
1643471,"Remove the browser.search.cohort preference from user profiles","N/A"
1665338,"Compacting GC can race when updating cells header word","N/A"
1666621,"Remove nsGlobalWindowInner::mPendingPromises","N/A"
1651115,"Add duplex support (print both sides) information to the nsIPrinter interface","N/A"
1644466,"Convert dom.storage.next_gen from a VarCache pref to something else","N/A"
1648868,"Setup a tab modal overlay for print preview UI","N/A"
1653392,"Setup a basic test for the print UI","N/A"
1643944,"CacheIR: Optimize function.name","N/A"
1658814,"[wpt-sync] Sync PR 24982 - [weakref] WeakRef/FinalizationRegistry, cleanupSome testing","N/A"
1664546,"[wpt-sync] Sync PR 25496 - [weakref] FinalizationRegistry.prototype.cleanupSome & ""maybe"" GC interleaved with queueMicrotask, MutationObserver","N/A"
1665715,"pass the embedded SCT list extension (if present) to TrustDomain::CheckRevocation instead of the notBefore value","N/A"
1630844,"Collect telemetry on what causes the PDF viewer fallback bar","N/A"
1658532,"Add `REL_PRELOAD_MISS_RATIO` telemetry measuring ratio of used vs unused preloads per ""as"" type","N/A"
1645416,"Investigate the struct layout of  `MPSCQueue<T>::Message` on Windows","N/A"
1664870,"Create a data access layer module for DoH config","N/A"
1666539,"SearchEngine._isDistribution is unused","N/A"
1666705,"Forwarding functions for JS::Value are unused and can be removed","N/A"
1666708,"MarkerCategory only needs to store the `CategoryPair`, not the super-category","N/A"
1666773,"Make conversion constant names in nsPrinterWin consistent.","N/A"
1666270,"Remove 'searchCohort' in the telemetry environment report as it is now unused","N/A"
1667153,"Add PK11_ImportDataKey for data object import","N/A"
1666788,"Rename barrier methods to something more readable","N/A"
1666835,"Remove unused engine-addon.xml and engine-addon/manifest.json files","N/A"
1667039,"Gather the printing prefs together in all.js, and remove some obsolete prefs","N/A"
1667050,"Convert nsFocusManager::sInstance* to a StaticRefPtr<nsFocusManager>","N/A"
1660509,"Upgrade Firefox 82 to use NSS 3.57","N/A"
1664099,"Replace MOZ_MUST_USE with [[nodiscard]] in libjar","N/A"
1665946,"Handle Strings and null/undefined in CacheIR bitwise operations","N/A"
1666013,"New  ContentDelegate#onExternalResponse(GeckoSession, WebResponse) api doesn't provide information about blobs urls files","N/A"
1665415,"Add Warp to Nightly Experiments in about:preferences","N/A"
1641733,"Re-engineer the reftest harness to initiate printing via the parent process","N/A"
1666282,"Cleanup ParserAtomsTable::concatAtoms","N/A"
1667285,"Make nsPrintSettingsService::_CreatePrintSettings pure virtual","N/A"
1643948,"CacheIR: Optimize arguments[Symbol.iterator]","N/A"
1654836,"Align the displayport differently","N/A"
1667615,"Fold GlobalHelperThreadState::finishModuleParseTask into  finishSingleParseTask","N/A"
1667330,"Remove constructorName code","N/A"
1664786,"Warp: tweak inlining heuristics","N/A"
1659104,"Add XDR support to Stencils","N/A"
1666110,"Gather telemetry on the paper sizes people print to","N/A"
1660798,"Convert parser code to use const ParserAtom* from JSAtom*","N/A"
1662274,"Support Incremental-XDR of Stencil structures","N/A"
1666736,"Change emitLoadStubField to use int32 loads","N/A"
1667244,"Add CacheIR stub for equality comparisons of any value with null/undefined","N/A"
1667385,"Warp: Transpile MGuardHasGetterSetter","N/A"
1667735,"pip default bugzilla component should be Toolkit :: Video/Audio Controls","N/A"
1666494,"Remove more TypedObject code","N/A"
1646023,"Connect time is probably wrong for http3 connections","N/A"
1655566,"HTTP3 probes in cpp side to detect regressions","N/A"
1659410,"Resolve with the class used to define the Custom Element","N/A"
1664361,"Add function-references configuration and basic instructions","N/A"
1666039,"Warp: Inline getters and setters","N/A"
1636728,"Support changing print preview settings without recloning the print preview document","N/A"
1665612,"Add delazified flag to ScriptStencil","N/A"
1667756,"Remove the complicated parts of the multi-brush shader infrastructure","N/A"
1667388,"Ship credit card autofill in Fx82 by default","N/A"
1652719,"Stop allowing JS helper thread access to CHECK_THREAD APIs","N/A"
1662406,"jit-tests: change ""wasm-compiler=ion"" to ""=optimized"" and use Cranelift on aarch64","N/A"
1662734,"Turn startup/worker.js targetActorMock into a real actor","N/A"
1666867,"Switch default spidermonkey compiler from gcc to clang","N/A"
1667914,"use async syntax for test_imestate.html","N/A"
1649932,"[meta] Enable Cranelift/aarch64 WebAssembly backend on Nightly","N/A"
1646857,"Refactor/simplify nested conditionals code in LoadIdentity()","N/A"
1661371,"Use eglWaitSyncKHR() for andoid fence if possible","N/A"
1664573,"Warp: Optimize MReturnFromCtor","N/A"
1658342,"Enable fission.remoteObjectEmbed by default","N/A"
1667361,"Warp: don't trace full snapshot for nursery GCs","N/A"
1662438,"Please Update Triage Owner","N/A"
1666853,"Attempt to improve the code generated for GC barriers","N/A"
1660080,"Get the expiration time from a resumption token for Http3","N/A"
1668541,"Please Update Triage Owner","N/A"
1659856,"Support nsIPrintSetting.duplex on macOS and Windows","N/A"
1656132,"Extend probe expiring in Firefox 82: WINDOW_REMOTE_SUBFRAMES_ENABLED_STATUS","N/A"
1665274,"rasterflood_gradient spends a lot of time in brush_opacity","N/A"
1667915,"Tweak markers API: Separate category from options, marker type will be specified before payload arguments","N/A"
1668010,"Use PNG images for the system status bar WebRTC indicators on Windows","N/A"
1668232,"Add support for draft 30","N/A"
1668326,"The GC traces atoms when updating moved runtime pointers during compacting GC","N/A"
1661474,"Hide the global mute toggles by default, but add them to the opt-in experiments list in about:preferences","N/A"
1668122,"Allow to switch media control feature on runtime","N/A"
1657476,"support additional recommendation badges in about:addons","N/A"
1668531,"Move IsCacheableDOMProxy and clean-up some includes in js/jit","N/A"
1668776,"Update opcode for bug 1667258","N/A"
1666918,"Handle Duplicate Paper Sizes Returned By CUPS","N/A"
1668019,"Update neqo to 0.4.12","N/A"
1662094,"Remove test_pointerevent_setpointercapture_inactive_button_mouse-manual.html","N/A"
1648799,"[WR/EGL/Linux] Enable partial present by default","N/A"
1666981,"Remove or update probes expiring in Firefox 84: REL_PRELOAD_MISS_RATIO","N/A"
1668513,"Extend back-pressure telemetry probes","N/A"
546052,"Implement parsing for cross-fade() from CSS Image Values and Replaced Content Module Level 4","N/A"
1660231,"Enable MASTER_PASSWORD_ENABLED probe on release","N/A"
1668237,"EvalStencilXDR should handle decoding failure properly","N/A"
1635375,"Improve WarpBuilder IC logic","N/A"
1668990,"Perma dom/html/test/forms/test_input_event.html | beforeinput event should've been dispatched on text input element - got +0, expected 1 when Gecko 83 turns into Late Beta on 2020-10-30","N/A"
1667411,"Perma shippable xpcshell.ini:toolkit/mozapps/extensions/test/xpcshell/test_system_upgrades.js | xpcshell return code: 0. when Gecko 83 merges to Beta on 2020-10-19","N/A"
1665810,"Write xpcshell or mochitest to test DOMEventMarker (and others) in Firefox","N/A"
1668802,"SpdyConnectTransaction::mConnInfo is unused and should be removed","N/A"
1669428,"Handle wasm experimental SIMD instructions in a less ad-hoc manner","N/A"
1647934,"Clean up a user's login backup when it may no longer be useful","N/A"
1656006,"Security Review for FOG IPC","N/A"
1652713,"Handle connection errors with ECH and HTTPSSVC","N/A"
1652717,"HTTPSSVC records that advertise HTTP3 will need HappyEyeballing","N/A"
1665878,"Reset SVCDomainName exclusion list when all records are exlcuded","N/A"
1666683,"Check input CompileOptions when decoding, or getting from cache","N/A"
1667753,"Create distinct RawInt32 type for stub fields","N/A"
1667829,"Evaluate CRLite for certs older than $merge_delay","N/A"
1669367,"avoid needing a CERTCertificate in nsNSSCertificate::GetSha256SubjectPublicKeyInfoDigest","N/A"
1669454,"Enable some wpt session history tests on fission","N/A"
1106626,"Ability to add custom search engines by URL (non open-search and non-amo engines)","N/A"
1640019,"Support DocumentLoadListener-triggered toplevel process switches outside of tabbrowser","N/A"
1668332,"CacheIR: Optimize global name DOM getters like bareword `document`","N/A"
1661868,"Remove legacy page-range codepath (and bring the new skip-during-reflow codepath up to feature-parity with it, so it supports non-contiguous page ranges)","N/A"
1669055,"Vendor Cranelift to get validate-while-parsing support","N/A"
1637755,"Warp: Support transpiling Calls to special natives","N/A"
1669481,"Stop updating DOMExpandoGeneration IC stub fields","N/A"
1669655,"Cleanup worker-connector.js and startup/worker.js","N/A"
1669668,"Pull in new wat version that can handle renamed SIMD opcodes","N/A"
1633598,"Add functionality to create an `ArrayBufferObject` from an existing one","N/A"
1666956,"Add printing preferences to about:support","N/A"
1667265,"Remove nsIPrintSettingsService.globalPrintSettings","N/A"
1664867,"Add tests to confirm that we select the right video when using the keyboard shortcut for PiP","N/A"
1653605,"FOG must register its builtin pings","N/A"
1649121,"Fortify code for copy&paste","N/A"
1669425,"Update searchengine-devtools modules to the latest versions","N/A"
1668273,"Check volumes and integrity of ""first-shutdown"" pings after bug 1667798","N/A"
1635247,"Geckoview Design for Project FOG","N/A"
1669468,"Refactor heap size triggers a little","N/A"
1669665,"Some minor improvements to IsAboutToBeFinalized/barriers","N/A"
1669918,"Warp: pass initializer_list for IC inputs directly to the transpiler","N/A"
1669538,"Add new nsIXULRuntime enum for Fission enablement/disablement status/reason","N/A"
1651860,"[wpt-sync] Sync PR 24546 - Add tests for transferable streams","N/A"
1663967,"Ship v16.0.0 of webcompat system addon","N/A"
1668110,"Move test_distributions.js into searchconfigs directory","N/A"
1668576,"Remove unused jsfriendapi functions","N/A"
1669477,"Simplify resultDomain - remove from OpenSearch","N/A"
1669847,"Make Stencil instantiation use const references to the stencil","N/A"
1669925,"Add telemetry for the various different printing entry points.","N/A"
1652677,"Use ECH keys from HTTPSSVC records","N/A"
1669749,"Fix edge-cases with the FissionAutostart experiment pref integration","N/A"
1668557,"Warp: Optimize DOM method calls","N/A"
1668499,"[META] [QA] [PI-819] QA support for Print UI Beta 82 roll-out","N/A"
1654271,"Ship Webrender to more users in release in 82","N/A"
1638378,"[meta] Bugs that block turning WR on Mac on Nightly","N/A"
1664517,"Double-click on about:processes tab to go to that tab","N/A"
1670547,"Make AutoArraySchemaWriter statically safer when not writing strings, remove unused code","N/A"
1666439,"Warp: Transpile GuardFunctionIsNonBuiltinCtor","N/A"
1655774,"Port menu scroll arrow behavior from macOS to Windows and Linux","N/A"
1669790,"Cleanup CompilationInfo::instantiateStencils for delazification case","N/A"
1669814,"Do not instantiate AbstractScopePtr in while instantiating stencil","N/A"
1669851,"Decouple liftParserAtomToJSAtom from CompilationInfo","N/A"
1670109,"Use ParserAtomsTable reference instead of CompilationInfo reference","N/A"
1670309,"Implement dispatcher & IPC for booleans in FOG","N/A"
1670916,"Add placeholder icon for sponsored top sites","N/A"
1648155,"Migrate GeckoViewScrollChild.js to actor","N/A"
1668799,"Assembler-shared.h adds mozilla::CheckedInt to the global namespace","N/A"
1670125,"Migrate GeckoViewPromptChild.js to actor","N/A"
1671052,"Remove various unused warning functions","N/A"
1655078,"Make the ""Stop Sharing"" button stop all display sharing immediately","N/A"
1668496,"Support sponsored_position attribute","N/A"
1668532,"Warp: support fast Ion => Wasm calls","N/A"
1668825,"Refactor public tracing interface to remove details of heap storage","N/A"
1669938,"Promote accepted SIMD instructions","N/A"
1671014,"Implement dispatcher & IPC for datetimes in FOG","N/A"
1653340,"Add new FrameLoader.printPreview() API to eliminate message passing codepaths","N/A"
1668809,"Disable some tests intermittently failing with sessionHistory and Fission","N/A"
1639739,"Add Fission status to about:support's Decision Log, including why it is or is not enabled","N/A"
1668873,"Change tab-to-search icon to a magnifying glass","N/A"
1670940,"Speed up Atomic jsapi-tests by reusing cx+global","N/A"
1671235,"Enable desktop zooming for release builds","N/A"
1668831,"Warp: Transpile CacheIR instructions for DOM expandos","N/A"
1671305,"Windows code signing for FirefoxReality.exe (FF81)","N/A"
1669306,"jsapi-tests subtests have very high overhead","N/A"
1631768,"Re-consider glean-sdk / FOG API split","N/A"
1667728,"EncodedFrame ctor doesn't initialize all members -- clean it and OpusTrackEncoder up","N/A"
1671155,"Document Dispatcher and IPC details for adding new metric types","N/A"
1671180,"Remove non-commutative Timespan commands from FOG IPC","N/A"
1671196,"Implement default top site experiment filters","N/A"
1666980,"Remove or update probes expiring in Firefox 84: WEBEXT_*","N/A"
1671425,"Enable Pin menu item for sponsored top site tiles","N/A"
1670251,"GCManagedDeletePolicy is obscure and doesn't work for GCPtr<Value>","N/A"
1671404,"Add provider name to the address bar engagement telemetry","N/A"
1671125,"Assertion failure: !zone->needsIncrementalBarrier() || zone->isAtomsZone(), at gc/Verifier.cpp:311","N/A"
1671536,"Remove Base Profiler PayloadMarker and all dependencies","N/A"
1671568,"Add ""Sponsored"" label to sponsored top site tiles","N/A"
1664306,"Allow FOG metrics to expire on app version, not build date","N/A"
1671922,"Minor tweak to a comment","N/A"
1671223,"Re-enable some tests that are now succeeding with session history in parent and Fission","N/A"
1640135,"Consider using separate attribute to store first-party domain for dFPI","N/A"
1465942,"[meta] about:policies tracking bug","N/A"
1651699,"Enable dav1d assembly builds in Android","N/A"
1665152,"[css-grid-3] Land initial Masonry draft spec in tree for internal reviewing purposes","N/A"
1672075,"Don't collect MEMORY_UNIQUE_CONTENT_STARTUP for the privileged process","N/A"
1651802,"Replace all uses of JSWindowActor willDestroy with didDestroy","N/A"
1671289,"Make WebRender's integrated profiler more configurable","N/A"
1667356,"Show HTTPS RRs in about:networking","N/A"
1671380,"Make `dom/cache` buildable outside of `unified-build` environment","N/A"
1670954,"The new marker API needs a way to record a marker on the main thread track","N/A"
1667775,"Add a telemetry to see how often we restart a transaction","N/A"
1672332,"String creation functions don't always pass the initial heap parameter through","N/A"
1647876,"Instrument Firefox Desktop window focus and blur","N/A"
1634224,"Extend probes expiring in Firefox 78: browser.startup.*","N/A"
1661016,"Cranelift: test failures when tiering on aarch64 simulator","N/A"
1659134,"Implement private static methods proposal","N/A"
1667245,"Collect telemetry on potential slow script dialog cases in the parent process","N/A"
1671422,"[mozlog] Add group durations to errorsummary formatter","N/A"
1672193,"Re-enable some tests that are now succeeding with session history in parent and Fission","N/A"
1672251,"Profiling tests that trigger private browsing should be possible","N/A"
1672256,"Profiler markers showing stacks of thread creations happening off main thread would be useful","N/A"
1672294,"change 'test_audioNotification.html' to browser test and move it to dedicated folder.","N/A"
1672438,"change 'test_audioNotificationSilent_audioFile.html' to browser test and move it to the dedicated folder.","N/A"
1672441,"change 'test_audioNotificationWithEarlyPlay.html' to browser test and move it to the dedicated folder.","N/A"
1672443,"change 'test_audioNotificationStopOnNavigation.html' to browser test and move it to the dedicated folder.","N/A"
1672450,"change 'test_audioNotificationStream.html' to browser test and move it to the dedicated folder.","N/A"
1672453,"change 'test_audioNotification_pauseBeforeReload.html' to browser test and move it to the dedicated folder.","N/A"
1672456,"change 'test_audioNotification_reloadMedia.html' to browser test and move it to the dedicated folder.","N/A"
1646165,"Multi-language architecture Implementation","N/A"
1657994,"Tab modal print UI a11y review","N/A"
1671031,"Create a BrowsingContext helper function for IsSameOrigin","N/A"
1671465,"Implement dispatcher & IPC for Events in FOG","N/A"
1672474,"change 'test_noAudioNotification.html' to browser test and move it to the dedicated folder.","N/A"
1645924,"Simplify the""Cookies"" string for cookieBehavior=5 in about:preferences#privacy","N/A"
1643144,"[webcompat-reporter][android-components] Investigate getting the ""Report Site Issue..."" menu item to the root level","N/A"
1668123,"CERT_AddCertToListHeadWithData and CERT_AddCertToListTailWithData are not exported from libnss","N/A"
1656277,"Make the bookmarks toolbar appear automatically after import from third party browser","N/A"
1661763,"Add jitsrc command to js/src/gdb","N/A"
1671521,"Update neqo to 0.4.13","N/A"
1670786,"Profiler markers showing stacks of thread creations would be useful","N/A"
1666723,"Remember whether a server is speaking HTTP3","N/A"
1667767,"Expose the BC's HistoryID field through WebIDL","N/A"
1672214,"Place glyphs into their own texture array","N/A"
1671466,"Implement dispatcher & IPC for Memory Distributions in FOG","N/A"
1671468,"Implement dispatcher & IPC for String Lists in FOG","N/A"
1672533,"Dedupe SERPs in history whose query parameters are a subset of a generated search URL","N/A"
1651645,"Make IsPackedArray not depend on TI","N/A"
1634042,"Lazify the page action menu","N/A"
1652134,"Add Fission Feature Gate to about:preferences' ""Nightly Experiments"" section","N/A"
1672216,"WR profiler followup fixes and tweaks","N/A"
1663784,"Add shared device indicators in the Windows notification area","N/A"
1658892,"[meta] BrowsingContext Preservation - QA bug tracking","N/A"
1645503,"Request an accessibility review of credit card autofill","N/A"
1660968,"Remove uses of GetInProcessScriptableTop in WebSocketImpl::GetLoadingPrincipal","N/A"
699844,"Remove the Annotations Service API","N/A"
1673259,"Remove unused DeclarationBlock::get_at_importance.","N/A"
1673435,"Don't print out nsISupports in XPCWrappedNative::ToString() unless it is the only interface","N/A"
1656280,"Enable ESLint no-unused-vars and no-undef rules on widget/test/*.xhtml files","N/A"
1664834,"Add signon.* to allowed Preferences policy","N/A"
1660557,"Themes shouldn't be in resource:///modules","N/A"
1640662,"Lower SIMD instructions so as to respect register preferences","N/A"
1641595,"Use bitwiseAndSimd128(SimdConstant, reg) and similar to lower register pressure","N/A"
1641641,"Lower SIMD compares so as to respect predicates available in hardware","N/A"
1671887,"Reserve CompilationAtomCache.atoms before instantiation","N/A"
1671910,"Reserve vectors in CompilationGCOutput off-main-thread","N/A"
1671998,"Use moveSimd128 uniformly + avoid double guards","N/A"
1672105,"Centralize ParserAtoms instantiation","N/A"
1672697,"Generate better code for v128.load32_splat and v128.load64_splat","N/A"
1672770,"Generate better x86 code for v128.loadNxN_{S,U}","N/A"
1672911,"Remove pre-SSE4.1 SIMD code paths","N/A"
1673320,"Texture cache allocation debugging","N/A"
1673408,"Simplify marking of slots value ranges","N/A"
1671701,"Migrate FileIO markers to markers 2.0","N/A"
1658375,"define platform macros for arm64 macOS in the profiler","N/A"
1648156,"Migrate GeckoViewSelectionActionChild.js to actor","N/A"
1663793,"Split and isolate every chunk in `test_dom_input_event_on_htmleditor.html` and `test_dom_input_event_on_texteditor.html`","N/A"
1666042,"Update tooltip text for add-on badges","N/A"
1656588,"Create a disnative command for the JS Shell that provides the disassembly of a jitted function","N/A"
1642051,"Add the ability to remotely exempt urls from partitioning","N/A"
1666503,"Update target URL for add-on badges","N/A"
1664468,"Margin/padding differences between the twisties and favicons, in about:processes vs. about:performance","N/A"
1669679,"Rebuild cert-info when a resumption token is used for HTTP3","N/A"
1671939,"[HTTPSSVC] Create speculative connection for the first service mode record","N/A"
1672650,"Transpile TypeOf ICs","N/A"
1673315,"Add a test to ensure loopback host names cannot be overridden","N/A"
1673541,"Some MoveDenseElements cleanup","N/A"
1669369,"Replace legacy actor with JSWindowActorChild for PrintingChild","N/A"
1670510,"Do not return function that ends before the specified line in findScript","N/A"
1673604,"Use PrivateValue instead of Int32Value for ArrayBuffer{View} length and offset slots","N/A"
1674031,"Clean up URL search mode indicator CSS","N/A"
1670254,"Remove toggle experimentation code now that we've settled on Mode 2.","N/A"
1662336,"Merge print recording targets from cross-origin iframes","N/A"
1673830,"NativeObject methods sometimes specifies slot ranges with start and end index, sometimes with start and length","N/A"
1674078,"Remove nsIBrowserDOMWindow.OPEN_SWITCHTAB.","N/A"
1651108,"Project FOG M5 Test Checkup","N/A"
1643426,"Implement partner_link telemetry","N/A"
